machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
L,302.3,311.9,51.9,1434,173,0
M,302.3,311.8,43.4,1443,175,0
L,302.2,311.7,44.6,1488,178,0
M,302.3,311.8,48.0,1475,180,0
L,302.3,311.8,50.3,1433,183,0
M,302.3,311.8,34.1,1557,185,0
M,302.4,311.9,50.1,1398,188,0
M,302.3,311.8,34.4,1559,191,0
M,302.4,311.9,46.4,1422,194,0
M,302.3,311.8,35.7,1463,197,0
L,302.3,311.7,25.3,1793,200,0
L,302.2,311.6,20.4,1872,202,0
L,302.2,311.7,44.5,1412,204,0
L,302.3,311.8,43.2,1487,206,0
L,302.3,311.8,56.2,1369,208,1
L,302.4,311.8,30.1,1673,210,0
M,302.4,311.9,36.6,1439,212,0
L,302.3,311.8,42.8,1574,215,0
L,302.3,311.7,48.8,1281,0,0
M,302.2,311.7,31.4,1653,2,0
M,302.3,311.7,38.3,1535,5,0
M,302.3,311.7,40.5,1483,8,0
L,302.3,311.7,47.0,1414,11,0
M,302.2,311.6,42.9,1379,13,0
H,302.2,311.5,42.6,1482,16,0
L,302.1,311.5,20.1,1987,21,0
M,302.1,311.5,31.6,1635,23,0
L,302.1,311.5,39.4,1533,26,0
M,302.2,311.7,34.0,1576,28,0
H,302.2,311.8,62.4,1330,31,0
L,302.2,311.8,21.8,1981,36,0
H,302.3,311.8,42.8,1475,38,0
H,302.3,311.8,25.0,1804,43,0
L,302.2,311.6,54.1,1416,48,0
L,302.1,311.5,27.7,1727,50,0
L,302.1,311.4,49.2,1391,52,0
M,302.0,311.5,52.3,1366,54,0
L,301.9,311.3,55.6,1366,57,0
L,301.9,311.3,40.8,1501,59,0
L,301.8,311.3,35.8,1551,61,0
M,301.9,311.3,35.6,1522,63,0
L,301.9,311.2,49.8,1369,66,0
L,301.8,311.2,52.3,1334,68,0
H,301.8,311.2,39.4,1451,70,0
L,301.7,311.2,37.9,1589,75,0
L,301.7,311.3,30.5,1708,77,0
M,301.7,311.2,42.6,1413,79,0
M,301.6,311.2,46.5,1415,82,0
L,301.7,311.3,45.9,1421,85,0
L,301.7,311.3,51.0,1348,87,0
L,301.6,311.2,42.9,1408,89,0
L,301.6,311.2,43.7,1525,91,0
L,301.6,311.3,29.9,1706,93,0
H,301.6,311.2,46.8,1395,95,0
L,301.5,311.1,34.3,1602,100,0
L,301.6,311.1,21.5,1907,102,0
L,301.6,311.1,49.2,1325,104,0
L,301.6,311.1,44.4,1408,106,0
M,301.7,311.1,41.4,1489,108,0
L,301.6,311.1,29.2,1680,111,0
L,301.7,311.2,42.4,1517,113,0
M,301.7,311.1,36.7,1618,115,0
L,301.7,311.1,39.8,1455,118,0
H,301.8,311.1,36.4,1543,120,0
M,301.8,311.1,41.8,1399,125,0
L,301.7,311.1,37.2,1469,128,0
L,301.7,311.2,36.7,1521,130,0
L,301.7,311.3,38.8,1584,132,0
L,301.8,311.5,43.3,1443,134,0
M,301.8,311.5,49.0,1416,136,0
M,301.7,311.2,34.5,1563,139,0
M,301.8,311.3,40.1,1542,142,0
M,301.8,311.3,31.6,1624,145,0
L,301.8,311.3,44.2,1471,148,0
M,301.9,311.5,40.8,1492,150,0
M,301.9,311.4,39.9,1465,153,0
L,301.7,311.1,55.1,1399,156,0
L,301.6,311.0,42.6,1431,158,0
L,301.5,310.9,39.0,1600,160,0
L,301.5,310.8,34.5,1593,162,0
L,301.5,310.9,44.7,1469,164,0
L,301.5,310.8,44.6,1413,166,0
L,301.4,310.8,38.0,1490,168,0
L,301.5,310.9,31.1,1671,170,0
L,301.5,310.9,46.5,1365,172,0
M,301.4,310.9,39.3,1557,174,0
L,301.4,310.9,45.4,1440,177,0
M,301.4,310.9,38.9,1489,179,0
L,301.4,311.0,25.7,1733,182,0
H,301.3,311.0,36.6,1580,184,0
L,301.3,311.0,21.9,1856,189,0
L,301.3,311.1,40.3,1454,191,0
L,301.4,311.1,36.3,1495,193,0
L,301.2,311.0,29.1,1761,195,0
M,301.3,311.0,47.5,1402,197,0
L,301.2,311.0,33.0,1670,200,0
L,301.3,311.0,35.6,1582,202,0
L,301.3,311.0,35.1,1542,204,0
L,301.3,311.0,36.9,1539,206,0
L,301.3,311.0,41.9,1418,208,0
L,301.3,311.1,27.6,1723,210,0
L,301.3,311.1,49.2,1303,212,0
M,301.3,311.0,50.2,1463,214,0
L,301.2,311.0,39.3,1544,217,0
L,301.2,311.0,37.2,1596,219,0
L,301.3,311.1,42.0,1413,221,0
M,301.3,311.1,41.2,1492,223,0
L,301.3,311.1,40.9,1624,0,0
L,301.3,311.1,39.1,1504,2,0
M,301.2,311.1,34.3,1574,4,0
M,301.3,311.2,42.4,1438,7,0
L,301.3,311.3,50.7,1474,10,0
L,301.3,311.2,32.1,1675,12,0
L,301.3,311.2,44.5,1457,14,0
L,301.3,311.3,49.8,1434,16,0
L,301.3,311.2,30.1,1668,18,0
L,301.2,311.1,39.7,1550,20,0
M,301.3,311.1,25.4,1834,22,0
M,301.4,311.2,36.5,1476,25,0
M,301.4,311.2,36.3,1541,28,0
M,301.3,311.1,30.9,1581,31,0
M,301.3,311.1,30.7,1678,34,0
L,301.4,311.2,50.6,1355,37,0
L,301.5,311.2,28.8,1700,39,0
L,301.4,311.1,37.1,1462,41,0
M,301.4,311.2,26.5,1727,43,0
L,301.4,311.3,33.3,1674,46,0
L,301.4,311.3,42.3,1397,48,0
L,301.4,311.3,15.9,2323,50,0
M,301.4,311.2,47.6,1434,52,0
L,301.3,311.1,35.3,1560,55,0
L,301.2,311.0,32.8,1573,57,0
H,301.2,310.9,22.3,1798,59,0
L,301.2,311.0,35.1,1567,64,0
L,301.2,310.9,53.3,1416,66,0
M,301.2,310.9,45.2,1424,68,0
H,301.2,310.9,35.9,1598,71,0
L,301.3,310.9,23.9,1760,76,0
L,301.3,311.0,44.5,1348,78,0
L,301.3,311.0,33.6,1542,80,0
L,301.3,310.9,33.1,1566,82,0
L,301.3,311.0,47.7,1554,84,0
L,301.4,311.0,40.6,1470,86,0
M,301.4,311.1,25.4,1758,88,0
M,301.4,311.0,36.5,1486,91,0
M,301.5,311.1,40.0,1402,94,0
L,301.5,311.1,45.1,1459,97,0
L,301.5,311.0,45.3,1494,99,0
L,301.5,311.1,27.9,1731,101,0
L,301.5,311.1,18.7,2076,103,0
L,301.5,311.1,16.8,2055,105,0
L,301.5,311.1,49.5,1469,107,0
M,301.5,311.0,42.6,1504,109,0
M,301.5,311.1,43.5,1396,112,0
M,301.5,311.1,33.8,1660,115,0
M,301.5,311.0,39.7,1577,118,0
L,301.5,311.1,52.1,1426,121,0
L,301.5,311.1,41.4,1458,123,0
L,301.4,311.0,45.8,1533,125,0
L,301.4,311.0,28.4,1701,127,0
L,301.5,311.1,49.6,1434,129,0
L,301.4,311.1,22.7,1952,131,0
L,301.4,311.1,36.9,1469,133,0
L,301.4,311.1,26.0,1800,135,0
M,301.3,311.1,43.0,1438,137,0
L,301.3,311.1,28.2,1647,140,0
L,301.4,311.1,41.9,1494,142,0
H,301.4,311.1,41.4,1445,144,0
M,301.5,311.1,38.6,1507,149,0
M,301.4,311.0,55.8,1234,152,0
L,301.4,311.0,32.6,1634,155,0
L,301.4,311.0,53.3,1334,157,0
L,301.4,311.1,44.5,1472,159,0
M,301.3,311.0,52.7,1410,161,0
L,301.2,310.9,37.9,1597,164,0
M,301.2,310.9,46.7,1460,166,0
L,301.1,310.8,55.7,1274,169,0
M,301.0,310.7,40.2,1517,171,0
L,301.0,310.7,57.2,1300,174,0
H,300.9,310.6,27.7,1686,176,0
M,300.9,310.7,41.0,1485,181,0
L,301.0,310.7,45.8,1464,184,0
L,300.9,310.6,35.4,1598,186,0
L,300.9,310.5,21.9,1894,188,0
M,300.8,310.5,59.0,1330,190,0
H,300.8,310.5,31.1,1582,193,0
L,300.7,310.3,35.6,1533,198,0
H,300.8,310.4,46.4,1419,200,0
M,300.8,310.3,36.3,1526,205,0
H,300.7,310.2,65.3,1364,208,1
M,300.8,310.3,43.4,1458,0,0
M,300.8,310.4,64.0,1288,3,0
M,300.7,310.3,29.8,1659,6,0
H,300.7,310.2,52.3,1479,9,0
L,300.7,310.3,36.0,1592,14,0
M,300.6,310.2,38.7,1532,16,0
L,300.6,310.2,41.9,1555,19,0
L,300.6,310.2,52.6,1341,21,0
L,300.6,310.1,42.0,1541,23,0
L,300.6,310.3,50.6,1414,25,0
L,300.5,310.2,25.9,1764,27,0
L,300.5,310.3,57.1,1336,29,0
L,300.5,310.3,43.3,1435,31,0
M,300.4,310.3,35.0,1537,33,0
L,300.3,310.2,48.8,1369,36,0
M,300.2,310.1,31.3,1619,38,0
L,300.2,310.1,51.1,1440,41,0
L,300.2,310.1,30.5,1649,43,0
M,300.2,310.1,38.7,1550,45,0
L,300.3,310.2,45.2,1471,48,0
L,300.3,310.3,51.6,1483,50,0
L,300.3,310.4,54.4,1336,52,0
L,300.5,310.5,36.6,1515,54,0
L,300.5,310.5,47.4,1373,56,0
H,300.6,310.5,51.2,1454,58,0
L,300.5,310.5,34.5,1646,63,0
M,300.5,310.4,37.3,1548,65,0
M,300.6,310.5,41.3,1462,68,0
L,300.5,310.4,33.1,1702,71,0
L,300.5,310.5,60.9,1409,73,0
M,300.6,310.6,52.8,1427,75,0
L,300.6,310.7,48.5,1438,78,1
L,300.7,310.7,43.4,1450,80,0
L,300.7,310.7,41.3,1541,82,0
M,300.7,310.6,38.0,1484,84,0
M,300.8,310.8,44.5,1415,87,0
L,300.7,310.8,46.4,1496,90,0
M,300.7,310.8,45.2,1465,92,0
L,300.7,310.8,18.5,2113,95,0
M,300.7,310.8,44.0,1506,97,0
L,300.7,310.8,28.9,1689,100,0
L,300.7,310.9,29.4,1650,102,0
L,300.7,310.8,33.8,1563,104,0
M,300.7,310.9,38.9,1486,106,0
L,300.8,310.9,25.7,1732,109,0
L,300.7,310.8,31.6,1653,111,0
L,300.7,310.9,37.1,1535,113,0
L,300.7,310.9,37.2,1637,115,0
L,300.6,310.8,38.5,1533,117,0
L,300.6,310.8,51.2,1378,119,0
L,300.5,310.7,33.5,1606,121,0
L,300.3,310.7,32.3,1539,123,0
L,300.5,310.8,26.3,1728,125,0
H,300.4,310.7,36.3,1656,127,0
H,300.5,310.8,30.5,1631,132,0
H,300.5,310.9,46.5,1447,137,0
L,300.4,310.8,49.3,1396,142,0
L,300.4,310.8,52.5,1390,144,0
L,300.4,310.8,56.0,1348,146,0
M,300.4,310.8,35.9,1491,148,0
L,300.4,310.8,37.6,1520,151,0
L,300.5,310.8,33.0,1509,153,0
L,300.5,310.8,46.6,1445,155,0
L,300.5,310.8,51.8,1354,157,0
L,300.5,310.7,39.4,1488,159,0
H,300.5,310.7,28.6,1654,161,0
H,300.5,310.6,51.5,1378,166,0
L,300.6,310.7,30.6,1750,171,0
L,300.5,310.6,46.3,1448,173,0
H,300.6,310.7,45.3,1501,175,0
M,300.6,310.7,32.0,1654,180,0
M,300.7,310.7,46.5,1347,183,0
L,300.7,310.8,37.1,1486,186,0
H,300.8,310.8,45.2,1466,188,0
H,300.7,310.8,52.0,1346,193,0
L,300.7,310.7,42.4,1314,198,0
L,300.6,310.7,52.5,1440,200,0
L,300.7,310.8,39.5,1608,202,0
H,300.7,310.8,58.2,1296,204,0
L,300.7,310.7,46.1,1507,209,0
M,300.7,310.7,51.6,1343,211,0
L,300.7,310.7,40.4,1416,214,0
L,300.7,310.6,47.2,1288,216,0
M,300.7,310.6,42.4,1407,218,0
L,300.6,310.4,39.2,1608,221,0
L,300.6,310.3,22.3,1920,223,0
M,300.5,310.2,48.2,1386,225,0
M,300.5,310.2,34.6,1571,228,0
M,300.4,310.2,36.9,1613,231,0
M,300.4,310.2,30.5,1671,234,1
H,300.4,310.2,43.2,1431,0,0
M,300.4,310.2,47.3,1380,5,0
L,300.5,310.3,31.5,1683,8,0
L,300.4,310.2,36.2,1529,10,0
L,300.5,310.4,26.5,1761,12,0
L,300.6,310.5,38.3,1570,14,0
M,300.6,310.5,18.0,2156,16,0
M,300.7,310.6,54.5,1349,19,0
L,300.7,310.7,39.3,1431,22,0
L,300.6,310.6,22.0,1931,24,0
H,300.7,310.7,43.4,1428,26,0
L,300.8,310.8,36.2,1564,31,0
H,300.8,310.9,44.0,1425,33,0
L,300.7,310.8,30.5,1597,38,0
H,300.8,310.8,32.8,1618,40,0
M,300.8,310.8,38.0,1520,45,0
L,300.7,310.7,45.3,1425,48,0
L,300.8,310.9,38.2,1398,50,0
M,300.8,310.9,31.6,1557,52,0
L,300.7,310.8,43.9,1519,55,0
L,300.7,310.8,34.9,1619,57,0
L,300.7,310.8,21.4,1814,59,0
L,300.7,310.9,39.4,1521,61,0
M,300.7,310.9,51.2,1369,63,0
L,300.7,310.9,65.3,1356,66,1
L,300.7,311.0,53.3,1336,68,0
L,300.7,311.0,48.3,1403,70,0
M,300.7,311.0,44.3,1413,72,0
L,300.6,310.9,47.6,1472,75,0
M,300.7,310.8,47.9,1452,77,0
L,300.6,310.7,53.7,1397,80,0
L,300.6,310.7,40.6,1455,82,0
L,300.7,310.8,27.7,1754,84,0
L,300.6,310.9,37.9,1471,86,0
M,300.6,310.8,48.1,1389,88,0
M,300.6,310.9,30.3,1702,91,0
M,300.6,311.0,54.6,1401,94,0
L,300.7,311.1,46.2,1426,97,0
L,300.7,311.0,38.3,1496,99,0
L,300.6,310.9,42.6,1433,101,0
M,300.7,311.1,46.6,1438,103,0
M,300.7,311.0,49.3,1418,106,0
M,300.8,311.0,36.6,1580,109,0
M,300.7,310.9,41.8,1468,112,0
M,300.8,310.9,41.7,1522,115,0
L,300.8,310.9,55.8,1311,118,0
L,300.9,311.0,56.5,1316,120,0
H,300.9,311.0,23.6,1853,122,0
M,300.9,311.0,38.8,1556,127,0
M,300.9,311.0,34.3,1567,130,0
M,300.9,311.1,37.7,1546,133,0
L,300.9,311.0,51.2,1382,136,0
L,300.9,311.0,20.2,2003,138,0
L,300.8,310.9,29.9,1748,140,0
H,300.7,310.8,40.1,1518,142,0
L,300.7,310.8,42.0,1475,147,0
L,300.8,310.8,29.2,1634,149,0
L,300.8,310.8,32.9,1689,151,0
M,300.9,310.9,35.3,1636,153,0
L,300.9,311.0,15.8,2235,156,0
L,301.0,311.1,35.6,1615,158,0
H,301.1,311.1,29.5,1618,160,0
M,301.1,311.2,53.0,1407,165,0
L,301.1,311.1,43.3,1450,168,0
L,301.1,311.1,23.8,1889,170,0
L,301.0,310.9,38.2,1568,172,0
L,301.0,311.0,25.8,1804,174,0
L,301.0,311.0,37.5,1582,176,0
M,301.0,310.9,17.9,2047,178,0
L,300.9,310.9,34.0,1601,181,0
L,300.9,310.9,32.0,1615,183,0
M,300.9,310.8,43.6,1452,185,0
M,300.9,310.8,30.2,1695,188,0
M,300.9,310.8,26.2,1790,191,0
M,301.0,310.8,39.3,1533,194,0
L,301.0,310.9,28.5,1813,197,0
L,301.0,310.9,36.7,1492,199,0
L,300.9,310.7,43.3,1479,201,0
L,300.8,310.7,59.1,1339,203,1
M,300.8,310.7,44.7,1371,205,0
L,300.9,310.7,36.2,1468,208,0
L,300.9,310.7,41.7,1517,210,0
L,300.9,310.7,46.4,1352,212,0
L,300.9,310.7,50.0,1389,214,0
M,300.8,310.6,36.2,1505,0,0
L,300.9,310.6,36.7,1538,3,0
L,300.9,310.8,37.0,1482,5,0
M,300.9,310.8,33.0,1599,7,0
L,300.9,310.8,39.0,1476,10,0
L,300.9,310.7,37.5,1509,12,0
L,300.9,310.8,29.1,1708,14,0
L,300.9,310.7,57.5,1412,16,0
L,300.9,310.7,28.5,1658,18,0
L,301.0,310.8,57.2,1375,20,0
M,300.9,310.8,48.1,1402,22,0
M,300.9,310.7,47.3,1452,25,0
M,300.8,310.7,40.8,1483,28,0
H,300.9,310.8,38.4,1477,31,0
M,300.8,310.7,22.4,1924,36,0
H,300.9,310.7,28.7,1609,39,0
M,300.8,310.7,21.1,1886,44,0
L,300.7,310.6,29.6,1616,47,0
L,300.7,310.7,43.2,1442,49,0
L,300.8,310.8,45.1,1407,51,0
M,300.8,310.8,41.3,1461,53,0
M,300.8,310.9,46.2,1522,56,0
L,300.9,311.0,48.1,1432,59,0
L,300.9,311.0,49.0,1438,61,0
M,300.8,310.9,28.1,1678,63,0
M,300.8,310.9,38.7,1514,66,0
L,300.7,310.8,41.3,1534,69,0
M,300.7,310.8,41.2,1486,71,0
L,300.7,310.8,22.0,1925,74,0
M,300.7,310.8,30.0,1724,76,0
M,300.8,310.8,35.5,1549,79,0
L,300.8,310.9,47.7,1457,82,0
L,300.8,310.9,43.9,1453,84,0
L,300.8,311.0,44.4,1578,86,0
M,300.9,311.1,61.4,1325,88,0
L,300.9,311.1,39.3,1471,91,0
M,300.9,311.2,40.0,1472,93,0
L,300.9,311.1,37.4,1457,96,0
L,301.0,311.0,55.3,1402,98,0
L,300.9,310.9,41.5,1477,100,0
M,300.9,310.9,30.1,1727,102,0
L,300.9,310.9,20.2,1995,105,0
L,300.9,310.9,52.5,1370,107,0
L,300.9,310.9,66.4,1228,109,0
L,300.9,311.0,38.0,1499,111,0
M,301.0,311.0,46.9,1508,113,0
L,301.0,310.9,44.2,1473,116,0
H,301.0,311.0,37.6,1640,118,0
L,301.1,311.1,42.5,1429,123,0
L,301.1,311.1,40.9,1470,125,0
L,301.0,311.0,37.0,1581,127,0
L,301.0,310.9,28.9,1740,129,0
H,300.9,310.8,40.6,1390,131,0
M,300.9,310.8,19.7,1988,136,0
M,300.8,310.7,43.0,1452,139,0
L,300.8,310.7,33.4,1586,142,0
L,300.8,310.7,34.3,1589,144,0
L,300.8,310.8,45.7,1486,146,0
L,300.9,310.9,27.9,1755,148,0
M,301.0,310.9,34.6,1575,150,0
M,301.1,311.1,37.7,1615,153,0
M,301.1,311.1,41.8,1436,156,0
M,301.1,311.1,40.6,1470,159,0
M,301.1,311.1,19.8,2089,162,0
L,301.1,311.2,37.0,1564,165,0
M,301.0,311.1,47.4,1420,167,0
L,301.1,311.1,29.1,1711,170,0
L,301.1,311.2,35.3,1555,172,0
M,301.1,311.1,35.7,1592,174,0
L,301.0,311.1,64.4,1236,177,1
M,301.0,310.9,24.2,1765,179,0
L,301.0,311.0,31.2,1634,182,0
L,301.1,311.1,41.5,1508,184,0
L,301.1,311.2,29.6,1774,186,0
L,301.1,311.0,29.1,1677,188,0
L,301.0,311.0,58.0,1399,190,1
L,301.0,310.9,34.0,1570,192,0
L,301.0,310.9,44.3,1479,194,0
L,301.0,310.8,34.9,1558,196,0
L,300.8,310.7,48.1,1358,198,0
H,300.9,310.7,30.7,1656,200,0
L,300.9,310.7,35.8,1523,205,0
H,300.9,310.7,40.6,1403,207,0
M,300.9,310.7,51.6,1362,212,0
M,300.7,310.6,27.1,1778,215,0
L,300.7,310.5,38.2,1448,218,0
H,300.8,310.5,40.1,1559,220,0
L,300.8,310.6,42.2,1416,225,0
L,300.8,310.6,37.9,1577,227,1
L,300.8,310.7,27.8,1633,0,0
L,300.9,310.7,31.2,1573,2,0
L,300.9,310.8,44.3,1517,4,0
L,301.0,310.9,37.3,1515,6,0
L,301.0,310.8,45.3,1527,8,0
L,301.1,310.9,67.9,1282,10,1
M,301.1,310.9,45.1,1396,12,0
L,301.0,310.9,44.6,1492,15,0
L,301.0,310.8,19.7,1975,17,0
L,301.0,310.8,35.3,1475,19,0
H,301.0,310.9,37.3,1495,21,0
L,301.0,311.0,35.8,1553,26,0
L,301.1,311.0,21.7,1918,28,0
M,301.1,311.0,46.6,1413,30,0
L,301.0,311.0,56.0,1437,33,0
L,301.0,310.9,45.9,1450,35,0
M,301.0,310.9,21.9,1910,37,0
L,300.9,310.9,26.4,1749,40,0
H,301.0,310.9,22.0,1916,42,0
L,301.0,310.9,45.3,1428,47,0
L,301.0,310.9,38.4,1578,49,0
L,300.9,310.8,39.9,1571,51,0
L,300.9,310.8,30.2,1729,53,0
L,300.9,310.8,30.4,1701,55,0
L,300.9,310.8,45.8,1493,57,0
M,301.0,310.9,32.7,1554,59,0
L,300.9,310.9,43.2,1497,62,0
L,301.0,310.9,29.8,1679,64,0
M,301.0,310.9,44.5,1510,66,0
L,301.0,310.9,54.9,1296,69,0
L,301.0,310.9,41.8,1404,71,0
M,300.9,310.8,34.9,1519,73,0
M,300.9,310.7,27.3,1696,76,0
M,300.8,310.6,28.4,1669,79,0
L,300.7,310.6,40.7,1447,82,0
M,300.7,310.6,46.3,1418,84,0
L,300.7,310.6,40.5,1407,87,0
L,300.8,310.5,44.5,1434,89,0
L,300.8,310.6,48.8,1360,91,0
L,300.8,310.6,53.7,1402,93,0
L,300.9,310.6,34.9,1552,95,0
L,300.9,310.7,44.2,1392,97,0
L,301.1,310.8,41.0,1521,99,0
L,301.1,310.8,27.5,1724,101,0
M,301.0,310.7,46.1,1455,103,0
H,301.0,310.6,50.6,1366,106,0
H,301.1,310.6,43.9,1407,111,0
L,301.1,310.8,49.3,1470,116,0
M,301.2,310.9,50.8,1359,118,0
H,301.1,310.8,25.8,1792,121,0
M,301.1,310.9,37.9,1552,126,0
L,301.2,311.0,32.9,1612,129,0
M,301.2,311.0,41.4,1424,131,0
H,301.3,311.0,59.3,1341,134,0
L,301.2,310.8,38.2,1479,139,0
L,301.2,310.9,50.1,1413,141,0
L,301.3,310.9,17.4,2165,143,0
M,301.3,311.0,33.0,1641,145,0
M,301.3,311.0,40.8,1495,148,0
L,301.3,311.0,30.4,1576,151,0
L,301.2,310.9,37.1,1467,153,0
L,301.2,310.8,41.2,1479,155,0
L,301.3,310.9,33.9,1596,157,0
M,301.3,310.9,36.9,1512,159,0
L,301.4,310.9,38.8,1414,162,0
L,301.3,310.8,57.4,1390,164,0
L,301.2,310.7,31.6,1644,166,0
M,301.2,310.7,42.8,1394,168,0
L,301.1,310.5,52.4,1324,171,0
L,301.0,310.4,43.6,1476,173,0
L,301.0,310.4,16.6,2204,175,0
M,301.0,310.4,30.9,1665,177,0
L,300.9,310.4,41.7,1445,180,0
H,300.8,310.3,46.8,1457,182,0
L,300.8,310.2,46.3,1492,187,0
L,300.8,310.1,61.2,1405,189,1
L,300.7,310.1,35.5,1542,191,0
L,300.8,310.2,37.7,1520,193,0
M,300.8,310.2,36.5,1598,195,0
L,300.8,310.3,36.1,1538,198,0
L,300.9,310.4,30.9,1615,200,0
L,301.0,310.5,47.0,1408,202,0
L,301.0,310.5,57.3,1379,204,1
L,301.0,310.6,37.8,1493,206,1
L,301.1,310.7,49.1,1376,0,0
M,301.1,310.7,40.7,1583,2,0
M,301.2,310.8,47.4,1396,5,0
L,301.1,310.7,45.3,1436,8,0
L,301.1,310.6,47.6,1417,10,0
L,301.0,310.6,33.4,1641,12,0
M,301.0,310.6,27.3,1698,14,0
L,300.9,310.4,39.1,1541,17,0
L,300.8,310.3,46.6,1383,19,0
L,300.8,310.4,46.8,1368,21,0
L,300.8,310.4,35.2,1570,23,0
L,300.9,310.5,33.5,1616,25,0
M,300.9,310.5,43.2,1444,27,0
L,300.9,310.4,18.8,2021,30,0
M,300.9,310.5,29.3,1702,32,0
M,301.1,310.6,52.7,1429,35,0
L,301.2,310.8,28.9,1711,38,0
M,301.2,310.7,32.9,1543,40,0
L,301.3,310.8,32.2,1628,43,0
L,301.2,310.8,64.6,1233,45,0
L,301.2,310.8,40.6,1461,47,0
L,301.2,310.7,38.3,1568,49,0
L,301.3,310.8,54.4,1432,51,0
M,301.2,310.7,41.1,1527,53,0
M,301.3,310.8,41.2,1455,56,0
M,301.3,310.8,45.4,1418,59,0
L,301.3,310.8,29.5,1719,62,0
M,301.2,310.8,31.3,1734,64,0
M,301.2,310.7,46.1,1426,67,0
L,301.1,310.6,35.2,1611,70,0
M,301.1,310.6,41.1,1479,72,0
L,301.0,310.5,50.9,1317,75,0
L,301.0,310.5,61.4,1248,77,0
L,301.0,310.5,21.7,1932,79,0
M,301.1,310.5,35.8,1547,81,0
L,301.0,310.4,31.6,1614,84,0
H,301.0,310.4,44.9,1512,86,0
L,301.1,310.5,38.7,1529,91,0
H,301.1,310.6,24.9,1782,93,0
L,301.0,310.5,39.4,1429,98,0
M,301.1,310.5,60.7,1309,100,0
L,301.1,310.5,44.1,1428,103,0
L,301.2,310.6,49.2,1385,105,0
L,301.2,310.7,39.4,1517,107,0
M,301.2,310.6,39.6,1576,109,0
L,301.2,310.6,51.2,1437,112,0
H,301.2,310.6,50.5,1457,114,0
L,301.1,310.5,37.5,1532,119,0
M,301.1,310.5,32.6,1603,121,0
L,301.0,310.4,34.4,1563,124,0
L,301.0,310.3,34.5,1617,126,0
M,300.8,310.1,26.9,1686,128,0
L,300.9,310.2,50.4,1382,131,0
L,300.9,310.1,17.8,2090,133,0
L,300.9,310.3,44.5,1446,135,0
M,300.9,310.2,38.1,1533,137,0
L,300.9,310.3,47.6,1440,140,0
M,301.0,310.4,25.0,1793,142,0
M,301.0,310.4,46.1,1517,145,0
L,300.9,310.4,36.0,1544,148,0
L,300.9,310.3,48.8,1321,150,0
M,300.9,310.3,50.9,1416,152,0
L,300.8,310.2,40.0,1514,155,0
M,300.8,310.2,52.5,1304,157,0
L,300.7,310.2,64.9,1286,160,0
M,300.7,310.1,40.2,1483,162,0
L,300.7,310.1,46.9,1351,165,0
M,300.7,310.1,52.6,1367,167,0
L,300.7,310.1,32.3,1721,170,0
L,300.6,310.0,40.4,1455,172,0
L,300.6,310.0,49.5,1425,174,0
L,300.7,310.0,29.7,1672,176,0
M,300.7,310.0,34.6,1641,178,0
M,300.5,310.0,37.0,1580,181,0
H,300.5,310.0,47.4,1495,184,0
M,300.5,309.9,19.8,1994,189,0
M,300.4,309.9,31.8,1415,192,0
M,300.4,309.8,30.4,1725,195,0
M,300.4,309.8,43.4,1430,198,0
L,300.4,309.8,48.1,1395,201,0
M,300.4,309.8,43.6,1435,203,0
L,300.4,309.9,28.6,1681,206,0
L,300.5,310.0,48.6,1451,208,0
H,300.5,309.9,45.9,1397,210,1
M,300.4,309.8,47.2,1421,0,0
M,300.3,309.8,42.0,1444,3,0
L,300.2,309.8,23.0,1827,6,0
H,300.2,309.8,47.7,1374,8,0
L,300.2,309.8,29.6,1650,13,0
L,300.2,309.7,60.7,1275,15,0
L,300.2,309.7,44.6,1421,17,0
L,300.2,309.8,33.8,1557,19,0
L,300.1,309.8,35.2,1506,21,0
L,300.1,309.7,49.1,1362,23,0
L,300.0,309.7,47.1,1542,25,0
L,300.0,309.6,38.8,1496,27,0
M,300.0,309.6,42.0,1491,29,0
L,300.1,309.6,34.8,1565,32,0
L,300.1,309.7,37.9,1481,34,0
M,300.1,309.7,48.4,1420,36,0
L,300.2,309.8,54.8,1398,39,0
M,300.2,309.8,45.7,1466,41,0
L,300.1,309.8,56.7,1430,44,0
L,300.1,309.7,40.1,1441,46,0
M,300.1,309.7,57.3,1348,48,0
L,300.0,309.6,28.7,1738,51,0
M,300.0,309.6,36.2,1618,53,0
M,299.9,309.6,41.7,1489,56,0
M,299.9,309.5,57.9,1412,59,0
M,299.9,309.5,18.1,2065,62,0
L,300.0,309.6,33.1,1571,65,0
M,300.0,309.6,48.7,1423,67,0
H,300.0,309.5,24.9,1781,70,0
L,300.1,309.6,46.9,1321,75,0
L,300.1,309.6,36.7,1546,77,0
M,300.0,309.5,22.4,1879,79,0
H,300.0,309.5,28.9,1735,82,0
L,300.0,309.5,38.8,1506,87,0
H,300.0,309.6,32.3,1629,89,0
L,300.0,309.6,28.7,1694,94,0
L,300.1,309.6,37.0,1541,96,0
L,300.0,309.6,44.6,1514,98,0
L,300.1,309.7,45.9,1485,100,0
L,300.2,309.8,55.0,1430,102,0
L,300.2,309.7,27.1,1771,104,0
L,300.2,309.8,41.9,1481,106,0
H,300.2,309.7,43.8,1483,108,0
